"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Mobilitätsziffer","nichtdeutsch",2015,"12 Schwabing - Freimann",911.2,8153,2674,4874,3356,20914.9,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"13 Bogenhausen",540.9,4183,2066,2126,2038,19250.6,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"14 Berg am Laim",436.3,2046,1432,1000,1471,13635.3,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"15 Trudering - Riem",506.6,2411,1817,1576,1449,14318.3,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"16 Ramersdorf - Perlach",410.1,4726,3809,2853,3269,35740.2,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"17 Obergiesing - Fasangarten",496.3,2733,1913,1768,1739,16427.4,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"18 Untergiesing - Harlaching",572.4,2391,1700,1295,1623,12244.4,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",554.6,4154,3028,2629,2720,22592.8,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"20 Hadern",520.1,2170,1539,1480,1495,12851.1,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"21 Pasing - Obermenzing",566.6,3143,1929,1923,1734,15404.8,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"22 Aubing - Lochhausen - Langwied",574,1961,1335,1473,1087,10202.4,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"23 Allach - Untermenzing",571.8,1360,762,789,751,6404.6,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"24 Feldmoching - Hasenbergl",472.6,3019,2114,1995,1834,18964.4,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2015,"25 Laim",475.5,2142,1700,1335,1705,14473.3,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"Stadt München",578,76867,46254,52304,46254,383535.5,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"01 Altstadt - Lehel",667.4,1326,615,808,727,5208.3,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"02 Ludwigsvorstadt - Isarvorstadt",815.7,5028,1934,2862,2401,14987.8,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"03 Maxvorstadt",643.6,3083,1648,1942,1834,13218.5,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"04 Schwabing - West",573.6,2834,1811,1750,1937,14526,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"05 Au - Haidhausen",552.4,2688,1574,1592,1857,13959.8,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"06 Sendling",519.8,1739,1282,1174,1339,10647.1,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"07 Sendling - Westpark",458.9,2255,1703,1340,1530,14877.8,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"08 Schwanthalerhöhe",479.1,1611,991,1097,1146,10112.3,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"09 Neuhausen - Nymphenburg",541.2,4463,2441,2739,2647,22707.3,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"10 Moosach",582.9,3028,1929,2237,1703,15263.5,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"11 Milbertshofen - Am Hart",519.8,4840,3232,3473,3420,28790,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"12 Schwabing - Freimann",1260,9436,4186,8124,2948,19598.8,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"13 Bogenhausen",513.9,3416,1830,2259,1577,17674.2,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2014,"14 Berg am Laim",436.2,1704,1489,991,1395,12791.2,"außerstädtisch Zugezogene (nichtdeutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","außerstädtisch Weggezogene (nichtdeutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
